日期,ID,金額
2018/4/3,A0821,713
2018/3/19,A1095,563
2018/3/5,A0670,531
2018/6/28,A0693,971
2018/7/25,A1302,765
2018/12/19,A0387,570
2018/2/2,A0922,768
2018/1/4,A0994,814
2018/10/7,A0811,904
2018/12/9,A0762,755
2018/3/6,A0800,793
2018/4/13,A1255,648
2018/3/17,A0990,615
2018/5/21,A1265,580
2018/7/21,A0802,592
2018/1/11,A1357,790
2018/2/22,A1077,560
2018/8/20,A1067,783
2018/7/7,A1360,550
2018/3/13,A1202,578
2018/1/12,A0375,662
2018/8/9,A0673,955
2018/5/20,A1204,751
2018/4/21,A0808,665
2018/3/3,A1357,911
2018/11/7,A1187,687
2018/1/8,A0589,899
2018/12/31,A0627,982
2018/1/23,A1161,600
2018/3/4,A0670,513
2018/2/22,A1162,708
2018/3/14,A0934,785
2018/5/12,A1144,763
2018/12/30,A1360,830
2018/8/8,A1193,872
2018/11/27,A0742,592
2018/1/25,A0799,816
2018/4/10,A1076,981
2018/2/14,A0557,929
2018/5/27,A1297,662
2018/1/23,A0513,785
2018/5/13,A0801,637
2018/2/7,A1169,999
2018/3/17,A0883,953
2018/7/10,A1345,853
2018/1/20,A1055,574
2018/8/9,A0800,711
2018/2/17,A0824,825
2018/2/19,A1208,794
2018/5/22,A1323,896
2018/10/19,A0607,642
2018/8/27,A1369,527
2018/11/18,A0963,947
2018/2/12,A1057,782
2018/10/10,A0724,670
2018/8/25,A0799,695
2018/1/9,A0993,702
2018/6/2,A0826,609
2018/6/7,A1103,800
2018/5/17,A1146,623
2018/1/17,A1286,624
2018/8/22,A0961,937
2018/5/27,A0657,993
2018/11/2,A0878,724
2018/5/6,A0821,652
2018/8/24,A1332,950
2018/1/12,A0519,805
2018/2/18,A0616,934
2018/1/17,A1050,558
2018/12/30,A0830,847
2018/10/12,A0629,514
2018/4/5,A1362,912
2018/9/7,A0795,558
2018/3/16,A1260,836
2018/8/6,A0955,919
2018/8/31,A0693,906
2018/10/28,A0504,862
2018/3/12,A0673,751
2018/5/20,A0693,548
2018/3/9,A1135,730
2018/11/18,A0945,813
2018/5/8,A1278,666
2018/5/22,A0990,649
2018/2/9,A1064,644
2018/9/13,A0946,958
2018/6/5,A0724,891
2018/12/1,A0842,877
2018/9/16,A1036,871
2018/7/9,A0993,761
2018/11/28,A0655,910
2018/7/22,A0852,854
2018/8/13,A0943,549
2018/10/29,A0587,899
2018/5/24,A0504,842
2018/9/22,A1062,985
2018/11/21,A0731,530
2018/4/22,A0852,757
2018/12/16,A1311,676
2018/4/10,A0457,880
2018/9/23,A1020,891
2018/3/21,A0826,767
2018/11/7,A1338,637
2018/1/14,A0731,803
2018/5/13,A0949,750
2018/2/28,A1120,936
2018/6/16,A0771,985
2018/6/1,A0743,672
2018/5/27,A1153,651
2018/3/1,A0869,704
2018/9/6,A1370,623
2018/5/19,A0811,568
2018/4/30,A1416,531
2018/2/20,A1323,931
2018/8/14,A0745,736
2018/7/5,A1369,757
2018/11/29,A1406,980
2018/10/16,A0747,666
2018/9/27,A1146,932
2018/9/7,A1146,524
2018/11/15,A1343,528
2018/4/29,A0422,957
2018/2/17,A1103,581
2018/1/10,A1323,798
2018/6/9,A0463,887
2018/2/6,A0931,716
2018/8/22,A0422,583
2018/6/8,A0934,874
2018/2/9,A0878,741
2018/2/25,A0764,735
2018/3/18,A1230,755
2018/7/3,A0994,678
2018/4/17,A0716,742
2018/8/18,A0593,717
2018/9/6,A1057,959
2018/6/2,A0633,516
2018/8/7,A0464,888
2018/1/26,A0412,812
2018/12/13,A0519,932
2018/2/9,A1274,851
2018/12/16,A0764,947
2018/5/7,A0887,922
2018/7/18,A0720,596
2018/2/27,A1062,897
2018/5/26,A0445,868
2018/6/2,A1187,871
2018/3/29,A0952,570
2018/3/20,A1282,560
2018/9/11,A1349,792
2018/7/7,A1197,574
2018/5/6,A1302,691
2018/3/21,A1345,592
2018/1/13,A1058,950
2018/6/2,A0375,768
2018/10/14,A0708,798
2018/4/5,A0387,838
2018/1/8,A0743,583
2018/5/24,A0377,899
2018/10/21,A1343,663
2018/1/30,A0952,977
2018/5/30,A0997,912
2018/1/2,A1100,559
2018/4/24,A0890,980
2018/10/11,A1381,540
2018/1/25,A1035,529
2018/4/21,A0731,590
2018/6/5,A0977,894
2018/2/24,A0792,823
2018/11/21,A0607,738
2018/6/13,A0897,578
2018/7/30,A0953,805
2018/12/12,A1320,787
2018/1/16,A0881,608
2018/4/22,A0643,831
2018/4/7,A1334,681
2018/2/1,A0629,872
2019/1/1,A1255,679
2018/5/18,A0933,857
2018/7/23,A0815,642
2018/10/24,A0684,871
2018/1/13,A0952,684
2018/6/20,A1133,665
2018/11/9,A1408,649
2018/11/18,A1274,996
2018/9/13,A1162,634
2018/6/9,A0953,889
2018/4/21,A0679,616
2018/8/2,A1133,720
2018/2/28,A0987,555
2018/9/15,A1212,795
2018/2/4,A0990,615
2018/6/25,A1050,821
2018/5/22,A0704,823
2018/11/6,A0845,580
2018/3/13,A1240,975
2018/2/19,A0893,526
2018/7/6,A1169,805
2018/8/16,A1360,737
2018/9/21,A0462,781
2018/8/24,A0686,963
2018/8/14,A1130,567
2018/9/1,A1337,818
2018/7/25,A1163,907
2018/2/25,A1120,911
2018/12/16,A1221,653
2018/12/17,A1212,984
2018/6/19,A1270,787
2018/9/22,A0816,646
2018/5/12,A0660,661
2018/12/16,A0431,594
2018/7/11,A1050,778
2018/1/24,A0763,992
2018/6/3,A0987,819
2018/7/26,A1369,982
2018/11/28,A0506,587
2018/4/1,A0893,798
2018/10/16,A1329,696
2018/12/23,A0742,804
2018/3/1,A0690,584
2018/6/22,A0919,704
2018/10/18,A0953,733
2018/12/14,A1130,664
2018/3/11,A1260,838
2018/7/20,A0835,576
2018/10/29,A0506,744
2018/8/9,A1226,635
2018/12/21,A0352,596
2018/7/16,A0930,984
2018/10/24,A0380,850
2018/4/19,A1007,753
2018/2/19,A0815,681
2018/3/21,A1215,684
2018/2/15,A1331,721
2018/7/27,A0716,758
2018/2/22,A0781,902
2018/8/6,A1226,969
2018/5/1,A0945,777
2018/5/14,A0744,868
2018/3/2,A1337,594
2018/9/9,A0673,818
2018/6/14,A1270,553
2018/10/3,A1232,681
2018/6/8,A0961,587
2018/11/16,A0927,665
2018/7/23,A0630,559
2018/9/2,A0808,819
2018/8/13,A1193,554
2018/11/15,A1313,630
2018/6/25,A0679,963
2018/1/25,A1270,765
2018/4/20,A1002,623
2018/1/11,A0414,679
2018/12/5,A1297,561
2018/7/17,A0408,702
2018/4/8,A1089,994
2018/3/26,A0884,663
2018/7/26,A0436,510
2018/10/25,A0781,585
2018/11/11,A1358,510
2018/12/18,A0574,626
2018/2/19,A0742,598
2018/12/29,A0578,943
2018/11/10,A1036,805
2018/6/28,A0426,715
2018/6/3,A1286,607
2018/10/27,A1331,982
2018/9/20,A0754,885
2018/7/6,A0480,644
2018/11/12,A0977,557
2018/2/18,A0897,861
2018/10/28,A0696,754
2018/8/16,A0842,921
2018/5/25,A0601,708
2018/1/5,A0696,568
2018/4/20,A1302,931
2018/11/21,A1162,667
2018/12/3,A0933,557
2018/1/28,A1162,890
2018/11/19,A1257,883
2018/5/21,A1089,550
2018/8/21,A1278,750
2018/8/25,A0798,911
2018/12/31,A1416,605
2018/10/20,A1413,518
2018/9/10,A0353,913
2018/2/2,A0515,853
2018/10/14,A1110,724
2018/3/15,A0987,526
2018/11/14,A0781,862
2018/3/25,A1214,726
2018/10/17,A1381,774
2018/12/31,A1103,978
2018/1/5,A0949,679
2018/6/25,A0838,647
2018/2/8,A0934,973
2019/1/1,A0978,675
2018/11/4,A1120,790
2018/4/4,A0679,946
2018/5/8,A1146,960
2018/9/9,A1419,614
2018/5/4,A1257,790
2018/5/29,A0589,760
2018/9/20,A0880,762
2018/6/30,A0961,503
2018/11/24,A1265,668
2018/10/18,A1228,808
2018/9/17,A1277,645
2018/11/3,A1214,583
2018/1/21,A0375,675
2018/1/23,A1036,619
2018/10/1,A1316,805
2018/11/14,A0708,930
2018/4/21,A1240,728
2018/4/14,A1316,559
2018/6/23,A0457,978
2018/9/8,A1257,697
2018/5/11,A1014,788
2018/1/7,A1159,995
2018/6/18,A0610,650
2018/11/16,A0350,797
2018/3/27,A1323,549
2018/6/25,A0869,620
2018/9/7,A0601,680
2018/4/3,A0852,990
2018/3/3,A0746,635
2018/12/15,A0693,733
2018/7/2,A0375,836
2018/8/31,A0506,785
2018/5/12,A0371,741
2018/11/29,A0693,527
2018/2/9,A0665,712
2018/12/19,A1178,728
2018/3/14,A1178,893
2018/9/8,A0582,682
2018/10/31,A0403,566
2018/6/20,A0534,917
2018/1/14,A0879,557
2018/12/23,A0952,711
2018/12/26,A0795,792
2018/3/28,A0821,873
2018/8/5,A0934,808
2018/4/7,A1271,554
2018/5/12,A0369,683
2018/9/6,A0701,898
2018/6/8,A1204,577
2018/1/16,A0463,986
2018/4/23,A0762,779
2018/5/2,A0887,506
2018/12/4,A0764,644
2018/5/5,A0835,846
2018/8/14,A0519,920
2018/4/24,A0846,837
2018/3/11,A0744,854
2018/10/28,A0610,557
2018/6/23,A0428,579
2018/3/9,A0795,759
2018/8/31,A0800,634
2018/6/12,A0764,805
2018/3/24,A0548,902
2018/7/10,A1215,567
2018/3/9,A0470,902
2018/12/25,A0890,983
2018/1/29,A0529,928
2018/6/24,A0930,540
2018/10/31,A1103,994
2018/10/7,A1133,555
2018/2/4,A0411,531
2018/10/29,A0943,940
2018/2/24,A0990,746
2018/11/26,A0472,899
2018/2/27,A0514,927
2018/12/24,A1116,515
2018/8/18,A1240,800
2018/4/2,A1369,775
2018/12/21,A0763,536
2018/7/31,A0459,504
2018/9/17,A1274,730
2018/10/2,A1164,569
2018/4/29,A0811,628
2018/11/27,A1007,607
2018/3/17,A1214,532
2018/2/14,A0771,508
2018/11/10,A1306,695
2018/12/6,A0399,545
2018/9/5,A0808,540
2018/5/8,A1193,760
2018/10/8,A0399,880
2018/6/15,A0944,567
2018/10/29,A0701,972
2018/7/20,A1137,574
2018/4/22,A1367,965
2018/11/19,A0795,990
2018/1/7,A1408,533
2018/10/26,A1079,900
2018/2/1,A0949,794
2018/9/4,A0507,794
2018/6/17,A1056,559
2018/6/15,A0547,880
2018/4/1,A0743,635
2018/11/21,A1416,896
2018/10/18,A0742,786
2018/5/10,A1161,989
2018/12/4,A0771,674
2018/12/20,A1265,772
2018/8/14,A0838,861
2018/12/29,A1176,821
2018/12/16,A0464,942
2018/10/29,A1302,720
2018/10/1,A0982,757
2018/11/3,A0738,910
2018/2/7,A0548,615
2018/12/16,A1306,799
2018/3/28,A1101,706
2018/6/1,A0399,817
2018/9/13,A1035,635
2018/2/24,A0632,902
2018/2/7,A0542,586
2018/7/10,A0887,772
2018/10/13,A1345,760
2018/1/15,A0659,545
2018/11/14,A0754,677
2018/11/18,A0720,661
2018/10/4,A1277,997
2018/8/21,A1067,735
2018/1/4,A0764,892
2018/10/17,A1337,562
2018/10/22,A1412,799
2018/11/8,A1054,951
2018/4/13,A0472,635
2018/3/19,A1193,869
2018/10/30,A0495,600
2018/3/13,A1415,861
2018/11/28,A1178,832
2018/10/1,A1358,684
2018/12/4,A0743,679
2018/2/25,A0880,736
2018/9/11,A1062,604
2018/4/24,A0583,785
2018/7/16,A0502,647
2018/11/16,A0693,619
2018/8/10,A0387,898
2018/1/11,A0607,560
2018/10/26,A0371,688
2018/3/2,A0632,954
2018/9/21,A0881,941
2018/3/10,A1159,852
2018/6/7,A0403,874
2018/10/22,A1292,500
2018/6/15,A0808,903
2018/4/28,A1027,630
2018/4/3,A0542,762
2018/4/29,A1292,672
2018/10/10,A1215,915
2018/6/18,A1064,945
2018/8/14,A0616,534
2018/7/20,A1164,608
2018/10/27,A0919,773
2018/11/10,A0824,669
2018/2/28,A1343,812
2018/4/29,A0816,863
2018/2/5,A1169,784
2018/11/23,A0897,985
2018/8/27,A0574,762
2018/2/25,A0462,890
2018/2/12,A0630,548
2018/4/26,A1232,957
2018/1/18,A1167,630
2018/6/10,A0953,592
2018/8/30,A0382,586
2018/6/19,A0610,896
2018/8/25,A0811,797
2018/12/29,A0428,752
2018/6/28,A0522,580
2018/5/14,A1240,598
2018/6/26,A0472,527
2018/12/18,A0993,776
2018/6/2,A1403,713
2018/6/19,A1110,520
2018/10/26,A0835,779
2018/9/15,A1036,821
2018/1/4,A1343,649
2018/11/6,A0953,927
2018/12/16,A1153,618
2018/12/25,A1193,712
2018/1/9,A0799,986
2018/4/11,A1153,890
2018/6/27,A0988,786
2018/10/23,A0534,660
2018/12/28,A1144,692
2018/4/23,A1334,600
2018/8/30,A1216,797
2018/3/21,A0670,925
2018/11/29,A0861,725
2018/9/1,A0945,741
2018/5/12,A0892,578
2018/9/25,A0655,920
2018/10/11,A1110,702
2018/6/26,A1137,967
2018/10/7,A0371,566
2018/1/22,A0659,818
2018/5/4,A0582,829
2018/7/18,A1153,634
2018/9/10,A1135,766
2018/2/28,A0531,541
2018/2/23,A0716,910
2018/3/1,A0745,747
2018/4/23,A0502,918
2018/10/4,A0835,844
2018/2/6,A1089,648
2018/10/21,A0371,544
2019/1/1,A1067,790
2018/4/30,A0819,904
2018/11/22,A1230,989
2018/1/27,A1162,885
2018/9/30,A0916,899
2018/4/5,A1385,792
2018/8/9,A1390,938
2018/11/10,A0616,653
2018/6/21,A1188,574
2018/11/4,A0459,823
2018/8/14,A0869,777
2018/7/15,A1159,656
2018/5/7,A1130,683
2018/11/6,A0643,661
2018/10/17,A0419,611
2018/11/27,A1101,648
2018/9/12,A1334,678
2018/2/23,A1079,793
2018/9/29,A1412,571
2018/2/14,A1020,597
2018/7/6,A0816,556
2018/2/25,A0472,858
2018/12/28,A0836,729
2019/1/1,A0426,511
2018/8/2,A0961,510
2018/4/23,A1142,501
2018/10/8,A0684,599
2018/10/1,A1202,764
2018/8/5,A0512,739
2018/2/1,A0463,743
2018/2/19,A1164,710
2018/1/25,A0997,779
2018/9/8,A1323,661
2018/9/21,A0907,545
2018/7/4,A0641,853
2018/7/13,A0992,615
2018/4/19,A1092,649
2018/11/8,A0353,833
2018/6/15,A1271,957
2018/5/21,A1337,835
2018/10/15,A0905,821
2018/11/18,A0512,512
2018/6/18,A0507,640
2018/11/5,A0990,877
2018/10/27,A0994,701
2018/11/23,A1307,936
2018/11/11,A0547,760
2018/6/24,A1286,758
2018/11/2,A0835,634
2018/3/4,A0879,803
2018/4/2,A1178,672
2018/3/30,A1030,717
2018/7/5,A1120,964
2018/12/2,A1412,756
2018/3/22,A1343,752
2018/2/20,A0371,612
2018/11/27,A0503,912
2018/10/13,A1358,653
2018/8/10,A0881,773
2018/8/20,A0987,851
2018/4/24,A0429,637
2018/5/27,A1387,757
2018/5/31,A0704,672
2018/9/22,A1164,580
2018/12/20,A0795,740
2018/9/7,A0993,861
2018/3/26,A1035,847
2018/9/2,A0892,925
2018/12/26,A0744,752
2018/10/5,A1260,834
2018/7/19,A0934,670
2018/9/17,A0480,885
2018/2/8,A0945,663
2018/4/19,A1164,744
2018/8/22,A0513,597
2018/6/29,A1215,777
2018/5/29,A0845,883
2018/11/11,A0880,887
2018/9/7,A0574,510
2018/3/5,A1420,923
2018/7/7,A0399,722
2018/2/25,A0528,630
2018/8/17,A1092,816
2018/2/2,A1204,928
2018/8/28,A0403,921
2018/2/2,A0749,570
2018/10/5,A1230,980
2018/9/1,A1357,825
2018/12/14,A0897,593
2018/1/21,A0496,885
2018/4/8,A1331,682
2018/12/26,A1331,977
2018/4/20,A0632,705
2018/2/7,A0655,859
2018/3/28,A1346,951
2018/11/30,A0352,752
2018/4/25,A0630,825
2018/9/5,A0879,911
2018/11/21,A1050,611
2018/9/14,A1313,658
2018/12/16,A0887,934
2018/10/18,A1067,587
2018/2/15,A1416,964
2018/12/24,A0593,680
2018/3/13,A0708,727
2018/6/14,A1316,669
2018/7/7,A0764,868
2018/4/24,A1255,620
2018/8/14,A1142,574
2018/8/28,A0665,533
2018/6/19,A1214,770
2018/6/28,A1346,737
2018/10/22,A1278,964
2018/4/29,A0681,965
2018/3/20,A0892,739
2018/3/26,A0463,601
2018/1/16,A0471,631
2018/11/15,A0552,851
2018/12/14,A0350,831
2018/7/29,A1076,730
2018/2/22,A0632,615
2018/9/22,A0830,862
2018/8/27,A1358,702
2018/11/3,A1277,812
2018/1/29,A0744,792
2018/11/26,A0670,835
2018/6/15,A0350,834
2018/10/16,A1163,885
2018/7/4,A0429,958
2018/1/13,A1214,903
2018/1/30,A0879,789
2018/9/24,A0429,750
2018/7/15,A0744,719
2018/12/21,A1334,717
2018/11/3,A0607,583
2018/4/5,A1362,928
2018/2/27,A1360,612
2018/1/8,A1176,569
2018/2/18,A0824,861
2018/2/1,A0643,584
2018/8/18,A1020,747
2018/5/31,A1163,793
2018/1/23,A1278,705
2018/4/6,A0826,955
2018/6/16,A0587,836
2018/9/29,A1153,543
2018/3/31,A0838,662
2018/7/4,A1255,843
2018/2/11,A1403,516
2018/10/17,A1415,567
2018/7/4,A1002,868
2018/9/10,A0627,886
2018/8/10,A1065,598
2018/11/25,A1067,921
2018/8/23,A0808,734
2018/6/13,A0506,756
2018/3/28,A0952,976
2018/1/17,A0506,740
2018/10/23,A0480,617
2018/10/10,A1390,622
2018/8/6,A1002,656
2018/12/24,A1092,818
2018/6/29,A0530,567
2018/11/18,A0681,813
2018/5/2,A0693,904
2018/8/31,A1306,544
2018/4/25,A0892,597
2018/3/22,A0880,661
2018/4/24,A0432,803
2018/4/19,A0742,768
2018/6/19,A0742,946
2018/11/29,A1159,863
2018/9/9,A0746,989
2018/4/25,A0796,954
2018/11/14,A1142,995
2018/11/24,A0445,958
2018/3/10,A1214,834
2018/11/10,A1101,616
2018/7/1,A1057,695
2018/3/10,A0764,773
2018/6/29,A1057,897
2018/4/6,A0942,573
2018/2/15,A0473,551
2018/10/12,A0419,782
2018/1/15,A1278,907
2018/7/12,A0703,759
2018/8/10,A1101,917
2018/11/4,A0429,950
2018/12/3,A1178,959
2018/9/11,A0452,811
2018/12/31,A1204,831
2018/3/20,A1163,998
2018/4/11,A1181,549
2018/8/1,A1349,737
2018/9/20,A1050,866
2018/12/14,A1323,764
2018/1/7,A1009,665
2018/12/11,A1187,854
2018/7/26,A0470,751
2018/10/3,A1257,597
2018/9/30,A0497,875
2018/7/2,A1337,549
2018/1/23,A0890,847
2018/6/14,A0603,648
2018/11/3,A1014,695
2018/12/23,A1412,936
2018/11/28,A0716,658
2018/2/26,A0493,558
2018/8/12,A0754,796
2018/2/13,A1142,692
2018/12/5,A1270,525
2018/9/29,A0353,918
2018/8/1,A0893,515
2018/2/4,A1124,824
2018/8/1,A0781,838
2018/7/18,A1419,761
2018/5/25,A1388,527
2018/2/28,A0994,923
2018/12/27,A1142,918
2018/12/10,A0879,548
2018/2/17,A0821,712
2018/11/2,A0632,565
2018/9/1,A1058,854
2018/10/4,A1381,750
2018/5/22,A1413,726
2018/10/19,A1057,694
2018/3/11,A1054,511
2018/10/27,A1323,678
2018/2/2,A0513,701
2018/12/3,A1299,940
2018/5/13,A0603,556
2018/9/23,A0738,684
2018/5/18,A0879,771
2018/1/7,A0552,683
2018/1/11,A0387,653
2018/2/23,A0519,884
2018/10/2,A0503,776
2018/3/17,A1290,832
2018/8/23,A0744,590
2018/3/3,A0744,852
2018/7/15,A1202,810
2018/3/19,A0574,743
2018/10/17,A0578,586
2018/12/16,A1120,991
2018/11/25,A0798,805
2018/6/8,A0574,830
2018/4/11,A0505,573
2018/10/19,A0428,889
2018/8/21,A1302,506
2018/6/8,A1110,625
2018/3/27,A0708,657
2018/5/17,A0502,915
2018/1/28,A0665,629
2018/1/16,A1067,948
2018/11/11,A0965,799
2018/8/7,A1064,687
2018/8/22,A1232,596
2018/11/27,A0993,826
2018/1/18,A0861,653
2018/1/29,A0905,841
2018/6/6,A1285,523
2018/8/8,A1137,955
2018/9/22,A0422,969
2018/11/15,A1100,905
2018/7/31,A0977,938
2018/10/2,A0643,594
2018/8/29,A1003,941
2018/9/29,A1065,958
2018/7/8,A1214,852
2018/12/5,A1297,848
2018/2/15,A0916,934
2018/8/23,A1307,935
2018/8/28,A0965,581
2018/5/24,A0987,775
2018/3/14,A0816,774
2018/6/16,A0472,953
2018/5/28,A0937,935
2018/4/16,A1390,792
2018/9/28,A1232,921
2018/3/25,A0934,672
2018/6/9,A1320,741
2018/4/23,A0670,722
2018/2/2,A1367,763
2018/12/26,A0701,578
2018/8/6,A1161,686
2018/7/7,A0350,748
2018/12/11,A0997,994
2018/6/12,A1282,832
2018/10/23,A0695,617
2018/12/18,A0582,605
2018/11/2,A1357,766
2018/1/5,A0470,600
2018/10/2,A1307,989
2018/8/27,A0686,659
2018/3/4,A1323,968
2018/9/21,A0507,821
2018/2/13,A0542,713
2018/5/29,A1029,865
2018/5/22,A0846,934
2018/7/11,A0426,748
2018/8/29,A1278,565
2018/6/22,A0990,644
2018/1/31,A0819,545
2018/10/31,A0693,873
2018/9/9,A0745,602
2018/9/25,A0457,648
2018/11/1,A0880,520
2018/6/30,A0861,774
2018/10/8,A1202,781
2018/8/5,A0627,678
2018/2/1,A0377,854
2018/9/22,A0933,800
2018/6/2,A0763,866
2018/4/13,A1197,510
2018/12/15,A0881,992
2018/4/23,A1212,574
2018/8/1,A1362,695
2018/10/14,A0942,854
2018/4/22,A1271,696
2018/6/14,A1240,825
2018/10/13,A1232,590
2018/12/10,A1306,714
2018/11/29,A0641,669
2018/6/4,A1290,580
2018/9/5,A1333,995
2018/7/3,A1133,877
2018/7/11,A1302,992
2018/6/30,A1348,646
2018/7/10,A0815,903
2018/10/29,A1030,562
2018/12/29,A0707,522
2018/3/5,A1302,723
2018/11/18,A0633,584
2018/9/5,A0377,905
2018/4/10,A0845,759
2018/12/17,A0495,895
2018/2/24,A1333,825
2018/10/7,A1135,604
2018/9/1,A0610,589
2018/8/21,A0529,528
2018/5/27,A0684,520
2018/12/10,A1162,967
2018/4/23,A1331,712
2018/10/11,A1236,676
2018/1/18,A0375,742
2018/11/5,A0743,765
2018/4/4,A1353,594
2018/7/31,A0432,901
2018/5/22,A0633,961
2018/5/19,A0781,503
2018/11/6,A1056,742
2018/2/25,A1014,594
2018/2/23,A0845,501
2018/9/10,A0480,773
2018/12/17,A0762,672
2018/11/20,A0428,755
2018/11/27,A1381,899
2018/8/26,A0673,594
2018/10/23,A0515,616
2018/12/17,A1390,766
2018/9/26,A1390,535
2018/8/29,A0887,799
2018/7/9,A0641,984
2018/4/24,A0399,635
2018/4/27,A1381,661
2018/10/6,A0657,841
2018/7/22,A0629,507
2018/4/6,A0428,574
2018/1/24,A1305,570
2018/11/18,A0587,845
2018/12/14,A0795,906
2018/5/15,A1329,680
2018/11/13,A0369,810
2018/1/22,A0655,951
2018/3/12,A0444,968
2018/5/16,A0703,619
2018/7/16,A1187,822
2018/11/29,A1161,549
2018/7/16,A0949,738
2018/11/8,A0583,844
2018/11/16,A1337,587
2018/3/23,A0993,743
2018/11/6,A1343,787
2018/10/29,A0830,973
2018/6/13,A0703,717
2018/7/25,A1406,688
2018/11/19,A0824,776
2018/2/8,A1142,672
2018/6/9,A0542,868
2018/11/21,A0952,631
2018/7/18,A0627,562
2018/12/20,A1076,607
2018/6/12,A1416,926
2018/6/30,A0457,681
2018/12/8,A0853,589
2018/7/9,A1381,789
2018/7/2,A0785,764
2018/9/20,A0607,870
2018/8/15,A0690,705
2018/1/19,A1120,982
2018/5/5,A0522,652
2018/11/17,A0922,997
2018/9/17,A1181,555
2018/9/5,A1412,826
2018/2/28,A1292,895
2018/2/11,A1311,728
2018/6/10,A0458,844
2018/3/31,A0445,928
2018/2/15,A1286,582
2018/3/16,A1029,581
2018/11/2,A0587,630
2018/3/1,A0559,712
2018/9/14,A0552,544
2018/3/15,A0607,629
2018/6/10,A1316,595
2018/7/7,A1181,965
2018/4/8,A0513,546
2018/2/12,A0574,563
2018/8/25,A0978,875
2018/7/23,A0704,971
2018/7/6,A1137,979
2018/7/9,A0815,514
2018/11/8,A0632,543
2018/3/26,A1319,702
2018/4/1,A0792,714
2018/3/17,A1214,630
2018/12/16,A0742,623
2018/5/30,A0773,807
2018/6/8,A0375,568
2018/5/4,A0796,954
2018/5/19,A1265,896
2018/12/18,A0965,971
2018/12/22,A0934,728
2018/9/20,A0607,633
2018/10/9,A0436,766
2018/2/1,A0852,956
2018/6/25,A0745,969
2018/9/28,A1381,643
2018/2/21,A0884,615
2018/5/22,A0992,704
2018/2/15,A0955,909
2018/2/19,A0905,935
2018/2/11,A1271,673
2018/3/14,A1057,510
2018/3/28,A0945,882
2018/8/21,A1153,638
2018/8/28,A0496,888
2018/1/21,A1331,654
2018/1/23,A0559,818
2018/10/26,A0519,981
2018/1/28,A0992,660
2018/8/25,A0559,819
2018/2/7,A0601,581
2018/1/16,A0716,713
2018/1/8,A1316,823
2018/12/3,A1139,790
2018/10/13,A0630,925
2018/9/7,A0522,582
2018/8/12,A1277,995
2018/9/2,A1137,571
2018/11/16,A0802,855
2018/4/1,A1346,855
2018/3/16,A0412,646
2018/5/12,A1349,987
2018/10/11,A1139,910
2018/7/30,A0422,749
2018/5/9,A0754,500
2018/12/23,A0994,896
2018/1/25,A0919,762
2018/10/31,A1299,583
2018/10/24,A0763,505
2018/10/18,A1065,827
2018/11/22,A0515,979
2018/10/17,A0352,824
2018/4/11,A0835,929
2018/2/8,A0673,617
2018/11/17,A1236,952
2018/9/4,A1332,804
2018/8/29,A1153,920
2018/3/20,A0742,616
2018/11/3,A0503,617
2018/5/25,A0878,640
2018/7/20,A0842,962
2018/3/30,A1387,920
2018/7/31,A0808,793
2018/10/28,A0576,882
2018/4/18,A0504,864
2018/10/15,A0471,982
2018/6/12,A0742,995
2018/4/14,A1204,717
2018/11/16,A0903,803
2018/10/29,A1095,854
2018/10/10,A0994,813
2018/8/16,A0761,704
2018/8/4,A1260,789
2018/6/24,A1329,517
2018/3/6,A1162,954
2018/8/7,A0815,521
2018/6/4,A1142,563
2018/8/22,A0412,779
2018/6/23,A0472,852
2018/3/7,A0978,925
2018/5/13,A1349,830
2018/7/5,A0427,854
2018/11/24,A0496,709
2018/9/25,A0457,835
2018/2/24,A0472,664
2018/1/22,A1274,604
2018/8/14,A1331,672
2018/8/28,A0679,792
2018/7/21,A1095,696
2018/3/13,A0576,506
2018/4/16,A0716,678
2018/12/20,A1057,531
2018/10/20,A1193,679
2018/1/26,A1415,667
2018/12/18,A1208,640
2018/10/19,A0357,505
2018/10/26,A1285,637
2018/11/29,A0632,958
2018/3/22,A1406,577
2018/8/30,A1278,948
2018/7/8,A0610,557
2018/10/22,A1130,878
2018/3/13,A0542,872
2018/5/15,A0371,501
2018/1/20,A0528,803
2018/6/27,A0952,719
2018/1/15,A0992,584
2018/5/23,A1419,710
2018/5/3,A1092,714
2018/6/23,A1144,558
2018/1/18,A0607,804
2018/7/8,A0892,629
2018/8/17,A0377,604
2018/4/18,A1188,950
2018/1/13,A0432,953
2018/7/22,A1228,885
2018/8/23,A0953,949
2018/1/13,A1124,815
2018/5/23,A1410,747
2018/12/21,A1332,589
2018/6/20,A0862,554
2018/1/9,A0696,580
2018/4/4,A0944,591
2018/8/23,A0949,823
2018/4/18,A0493,761
2018/6/1,A0731,715
2018/8/21,A1009,822
2018/4/7,A0703,875
2018/1/15,A0679,530
2018/4/18,A0853,533
2018/8/18,A0942,614
2018/11/2,A0408,658
2018/10/14,A1020,736
2018/8/1,A0470,856
2018/9/20,A1369,651
2018/2/22,A0972,938
2018/7/17,A0953,955
2018/7/29,A1020,799
2018/1/15,A0422,931
2018/10/27,A1403,750
2018/2/1,A0512,558
2018/8/25,A0937,687
2018/12/13,A0953,802
2018/1/19,A0944,885
2018/12/11,A0377,540
